4.011380e+002,6.000000e+000
4.049951e+002,-3.079141e-001
4.088522e+002,1.676073e-001
4.127093e+002,6.000000e+000
4.165664e+002,6.000000e+000
4.204235e+002,6.000000e+000
4.242806e+002,-6.912608e-001
4.281377e+002,3.069323e-001
4.319948e+002,-6.721685e-001
4.358519e+002,6.000000e+000
4.397090e+002,3.080113e-001
4.435661e+002,6.000000e+000
4.474232e+002,-1.582421e+000
4.512803e+002,6.000000e+000
4.551374e+002,6.000000e+000
4.589945e+002,-4.070508e-001
4.628516e+002,6.000000e+000
4.667087e+002,9.493800e-001
4.705658e+002,2.803928e-001
4.744229e+002,6.000000e+000
4.782800e+002,-4.230559e-001
4.821371e+002,6.000000e+000
4.859941e+002,6.000000e+000
4.898513e+002,4.897028e-001
4.937083e+002,-1.306920e-001
4.975654e+002,-7.430706e-001
5.014225e+002,-1.728317e+000
5.052796e+002,-3.145706e-001
5.091367e+002,6.000000e+000
5.129938e+002,2.358926e-001
5.168509e+002,2.367702e-001
5.207080e+002,6.000000e+000
5.245651e+002,8.737834e-001
5.284222e+002,5.368498e-001
5.322793e+002,2.007063e-001
5.361364e+002,6.000000e+000
5.399935e+002,6.000000e+000
5.438506e+002,6.000000e+000
5.477077e+002,3.866636e-001
5.515648e+002,6.000000e+000
5.554219e+002,8.066000e-001
5.592790e+002,6.000000e+000
5.631361e+002,6.000000e+000
5.669932e+002,1.040448e+000
5.708503e+002,6.000000e+000
5.747074e+002,6.000000e+000
5.785645e+002,-1.349954e+000
5.824216e+002,-1.566220e-001
5.862787e+002,5.614876e-001
5.901357e+002,1.655280e+000
5.939929e+002,6.000000e+000
5.978499e+002,2.940197e-001
6.017070e+002,-4.841423e-001
6.055641e+002,-1.360381e-001
6.094212e+002,6.000000e+000
6.132783e+002,6.000000e+000
6.171354e+002,3.788953e-001
6.209925e+002,6.000000e+000
6.248496e+002,6.000000e+000
6.287067e+002,-4.006242e-001
6.325638e+002,6.000000e+000
6.364209e+002,6.000000e+000
6.402780e+002,2.433407e+000
6.441351e+002,6.000000e+000
6.479922e+002,6.000000e+000
6.518493e+002,6.000000e+000
6.557064e+002,-5.960338e-001
6.595635e+002,-1.696995e-001
6.634205e+002,-2.035717e-001
6.672777e+002,6.000000e+000
6.711348e+002,6.000000e+000
6.749918e+002,6.000000e+000
6.788490e+002,6.000000e+000
6.827061e+002,6.000000e+000
6.865631e+002,6.000000e+000
6.904203e+002,-8.267920e-001
6.942773e+002,6.000000e+000
6.981344e+002,5.281936e-001
7.019916e+002,6.000000e+000
7.058486e+002,6.000000e+000
7.097057e+002,6.000000e+000
7.135629e+002,6.000000e+000
7.174199e+002,6.000000e+000
