3.992094e+002,3.267581e-001
4.011380e+002,2.741075e-001
4.030665e+002,2.067671e-001
4.049951e+002,7.037584e-002
4.069236e+002,8.496972e-003
4.088522e+002,1.722266e-002
4.107807e+002,-4.042829e-002
4.127093e+002,-3.908532e-002
4.146378e+002,-3.845872e-002
4.165664e+002,1.832728e-003
4.184949e+002,-6.967236e-003
4.204235e+002,-9.559114e-002
4.223520e+002,-2.287045e-001
4.242806e+002,-2.184779e-001
4.262091e+002,-1.201554e-001
4.281377e+002,-1.542441e-001
4.300662e+002,-2.372449e-001
4.319948e+002,-2.747763e-001
4.339233e+002,-2.878292e-001
4.358519e+002,-2.687926e-001
4.377804e+002,-2.217554e-001
4.397090e+002,-1.639486e-001
4.416375e+002,-1.866640e-001
4.435660e+002,-2.201752e-001
4.454946e+002,-2.382822e-001
4.474232e+002,-2.192874e-001
4.493517e+002,-1.836099e-001
4.512802e+002,-1.713833e-001
4.532088e+002,-2.094061e-001
4.551373e+002,-2.186086e-001
4.570659e+002,-2.386579e-001
4.589944e+002,-2.853656e-001
4.609230e+002,-2.440321e-001
4.628515e+002,-2.838326e-001
4.647801e+002,-2.555887e-001
4.667086e+002,-1.548538e-001
4.686372e+002,-1.029466e-001
4.705657e+002,-1.356708e-001
4.724943e+002,-1.413209e-001
4.744228e+002,-1.259748e-001
4.763514e+002,-1.373626e-001
4.782799e+002,-1.180910e-001
4.802085e+002,-1.077088e-001
4.821370e+002,-7.000149e-002
4.840656e+002,-5.514285e-002
4.859941e+002,-6.289755e-002
4.879226e+002,-5.657292e-002
4.898512e+002,-6.487431e-002
4.917798e+002,-6.112572e-002
4.937083e+002,-5.994735e-002
4.956368e+002,-3.506248e-002
4.975654e+002,-3.683229e-002
4.994939e+002,-1.177112e-002
5.014225e+002,4.954154e-003
5.033510e+002,-3.294612e-002
5.052796e+002,-1.288020e-002
5.072081e+002,3.682941e-002
5.091367e+002,2.886635e-002
5.110652e+002,1.105241e-001
5.129938e+002,1.420775e-001
5.149223e+002,1.287168e-001
5.168509e+002,1.460927e-001
5.187794e+002,1.270033e-001
5.207079e+002,1.009673e-001
5.226365e+002,1.414902e-001
5.245651e+002,2.106489e-001
5.264936e+002,1.959367e-001
5.284221e+002,1.947478e-001
5.303507e+002,2.084920e-001
5.322792e+002,2.099900e-001
5.342078e+002,2.753885e-001
5.361364e+002,3.026198e-001
5.380649e+002,2.956805e-001
5.399934e+002,3.019009e-001
5.419220e+002,3.364120e-001
5.438505e+002,3.880918e-001
5.457791e+002,3.970066e-001
5.477076e+002,3.632727e-001
5.496362e+002,3.780216e-001
5.515647e+002,3.752315e-001
5.534933e+002,3.771167e-001
5.554218e+002,4.276755e-001
5.573503e+002,4.737857e-001
